,correlations,importance
PKDMainClassName_Manufacture of sports goods,-0.00042386829415229875,0.0
PKDMainClassName_Manufacture of starches and starch products,-0.002128120522368517,0.0
PKDMainClassName_Manufacture of steam generators,-0.0002528343972560185,0.0
PKDMainClassName_Manufacture of sugar,-0.002121066695567692,0.0
PKDMainClassName_Manufacture of tools,0.004268781021442416,0.0
PKDMainClassName_Manufacture of tubes and pipes,0.002707347222188279,0.0
PKDMainClassName_Manufacture of underwear,2.4143831444811603e-05,0.0
PKDMainClassName_Manufacture of veneer sheets and wood-based panels,-0.0028040408685434262,0.002683881448039863
PKDMainClassName_Manufacture of wallpaper,0.0010606696241379735,0.0
PKDMainClassName_Manufacture of watches and clocks,0.0023547602699506578,0.0
PKDMainClassName_Manufacture of wire,0.004078578637061491,0.0
PKDMainClassName_Manufacture of wire products,-0.001315387622481322,0.0
PKDMainClassName_Manufacture of wooden containers,-0.002338415954357994,0.0
PKDMainClassName_Manufacture of wool woven fabrics,0.0001049796009506002,0.0
PKDMainClassName_Manufacture of workwear,0.0012739289256059683,0.0
PKDMainClassName_Manufacture of yarn from other textile fibres,-0.00051589838441522,0.0
PKDMainClassName_Market research and public opinion polling,0.0069318222901059824,0.0003052191678356214
PKDMainClassName_Mechanical working of metal elements,0.005168103742182047,0.006824942276207435
PKDMainClassName_Media representation,-0.002364378933656163,0.008724826685611985
PKDMainClassName_Mobile eating places,-0.03803613229565785,0.09995011717168335
PKDMainClassName_Motion picture,0.013327108797890523,0.011856952180644968
PKDMainClassName_Motion picture projection activities,0.0016936032304934953,0.00013037784366609794
PKDMainClassName_Museums activities,0.0015609038434304422,0.0
PKDMainClassName_News agency activities,0.0028016843186314346,6.998060971582342e-05
PKDMainClassName_Non-specialised wholesale of food,-0.0015953462844683997,0.00034424101049718343
PKDMainClassName_Non-specialised wholesale trade,0.012730888260066452,0.007171502164870631
PKDMainClassName_Office administrative service activities,0.001012358039057561,0.0034710040887019366
PKDMainClassName_Operation of dairies and cheese making,0.006557188014217904,0.0
PKDMainClassName_Operation of fitness facilities,-0.0040198871549835995,0.0012492048393218217
PKDMainClassName_Operation of historical sites and buildings and similar visitor attractions,0.00461104963722979,0.005530068757189216
PKDMainClassName_Operation of sports facilities,-0.0010555751832082153,0.0019091823300248583
PKDMainClassName_Organisation of conventions and trade shows,0.002805001074976533,0.000225967771534706
PKDMainClassName_Other activities auxiliary to financial services,-0.02231394447862068,0.004691597290638527
PKDMainClassName_Other activities auxiliary to insurance and pension funding,-0.013963926085797386,0.004434921576089048
PKDMainClassName_Other amusement and recreation activities,-0.00986334897586074,0.001544268101108583
PKDMainClassName_Other building completion and finishing,-0.02979371961844706,0.00730643168423549
PKDMainClassName_Other business support service activities not elsewhere classified,0.0002511748486060972,0.004505147503950338
PKDMainClassName_Other cleaning activities,-0.006310785582981383,0.012119854753130908
PKDMainClassName_Other construction installation,-0.0026523796824786086,0.009472766024783101
PKDMainClassName_Other credit granting,-0.012624290237328592,0.00991301153938514
PKDMainClassName_Other education n,0.014260097943760182,0.007068329494663105
PKDMainClassName_Other financial service activities,-0.004671974508537431,0.0033985314518557228
PKDMainClassName_Other food service activities,-0.00920582949743203,0.019237949866165817
PKDMainClassName_Other human health activities notelsewhere classified,0.0711228791590017,3.5478495008077573
PKDMainClassName_Other information service activities not elsewhere classified,-0.0013779289497957844,0.00011941264866511267
PKDMainClassName_Other manufacturing notelsewhere classified,-0.006309817130479715,0.0034576346037905967
PKDMainClassName_Other monetary intermediation,-0.007541731403465734,0.004108289562669577
PKDMainClassName_Other non-ferrous metal production,0.002062189135672388,0.0
PKDMainClassName_Other passenger land transport not elsewhere classified,0.009165884431840084,0.003977686861744626
PKDMainClassName_Other personal and property insurance,-0.0057102371721886504,0.0002306492283090623
PKDMainClassName_Other printing,0.001662420216731001,8.217131239546956e-05
PKDMainClassName_Other processing and preserving of fruit and vegetables,0.0018060823212283253,2.2000320044565494e-09
PKDMainClassName_Other publishing activities,-0.001809257418837592,9.362243569281016e-06
PKDMainClassName_Other research and experimental development on natural sciences and engineering,0.009270231833235408,6.892507027776381e-05
PKDMainClassName_Other reservation service activities not elsewhere classified,0.006362970424247365,0.00013227044346685472
PKDMainClassName_Other retail sale in non-specialised stores,-0.03677732238498854,0.08144550095083157
PKDMainClassName_Other retail sale not in stores,-0.02842939640661518,0.017029132896740153
PKDMainClassName_Other retail sale of food in specialised stores,-0.009041839240369772,0.004994143192207384
PKDMainClassName_Other retail sale of new goods in specialised stores,-0.0018472443951355454,0.006363949146796054
PKDMainClassName_Other social work activities without accommodation notelsewhere classified,-0.0021776144803101,0.0034548204137735032
PKDMainClassName_Other software publishing,0.005314667066539804,0.0001757249578055425
PKDMainClassName_Other specialised construction activities not elsewhere classified,-0.01466389499493346,0.01853861398789758
PKDMainClassName_Other sports activities,0.003547029575581981,0.0006753761690503035
PKDMainClassName_Other technical testing and analysis,0.013475660087249576,0.0024848114764057898
PKDMainClassName_Other transportation support activities ,0.004625451490186047,0.002926056237440077
PKDMainClassName_Packaging activities,-0.005727075333290661,0.0032590144372424243
PKDMainClassName_Painting and glazing,-0.023956012525934545,0.006466805896628549
PKDMainClassName_Passenger air transport,0.0060366599823161666,0.0
PKDMainClassName_Passenger rail transport,0.0032932806304632315,0.0
PKDMainClassName_Pension funding,-0.0018674879181639079,0.0
PKDMainClassName_Photocopying,-0.005933743190151199,0.0019567497471135752
PKDMainClassName_Plastering,-0.03509491826143372,0.02163518735241372
PKDMainClassName_Plumbing,0.010904718300127911,0.009091385501110216
PKDMainClassName_Post-secondary non-tertiary education,0.0005875162167460316,0.0
PKDMainClassName_Pre-press and pre-media services,0.004174859257099501,0.0006894236645319904
PKDMainClassName_Pre-primary education,0.01628573786155474,4.313568580837076e-05
PKDMainClassName_Precious metals production,0.0007332672743872994,0.0
PKDMainClassName_Primary education,0.003330557070929423,0.0
PKDMainClassName_Printing of newspapers,0.001480325700497665,0.00141488135109243
PKDMainClassName_Processing and preserving of fish,-0.0012097360380476454,0.0
PKDMainClassName_Processing and preserving of meat,-0.009221737952409909,0.0
PKDMainClassName_Processing and preserving of potatoes,-0.0023615239030003055,0.0
PKDMainClassName_Processing and preserving of poultry meat,-0.0031857294868477925,0.0
PKDMainClassName_Processing of tea and coffee,-0.0005514576096944171,0.0
PKDMainClassName_Production of abrasive products,0.0020730154401790582,0.0
PKDMainClassName_Production of meat products,-0.004237738381185343,0.0029358699290897724
PKDMainClassName_Produkcja pozostałych wyrobów z gumy,0.007362383341547677,2.0271714121202388e-05
PKDMainClassName_Produkcja statków i konstrukcji pływających,-0.003311033500925522,1.3161506804158412e-05
PKDMainClassName_Produkcja toreb bagażowych,0.0017955152317792448,0.0
PKDMainClassName_Public relations and communication activities,0.009290012370289133,0.00826502330264308
PKDMainClassName_Publishing of computer games,0.007255067384416286,0.0
PKDMainClassName_Publishing of directories and registers ,-0.0026161031400920957,0.0
PKDMainClassName_Publishing of journals and periodicals,0.0010664214671486391,0.006039313581077984
PKDMainClassName_Publishing of newspapers,-0.004460334225489052,0.004729946860636975
PKDMainClassName_Real estate agencies,0.006359671868666412,0.0022553077953402353
PKDMainClassName_Recovery of sorted materials,-0.004674038353375407,0.02000153189184005
PKDMainClassName_Removal services,-0.0024457916375400087,0.00046675400992651794
PKDMainClassName_Rental and leasing of agricultural machinery and equipment,0.011622440644071528,0.00034335213231052213
PKDMainClassName_Rental and leasing of air transport equipment,0.002224367293783425,0.0
PKDMainClassName_Rental and leasing of cars and light motor vehicles,0.003197920499559008,0.0020886837602056042
PKDMainClassName_Rental and leasing of construction machinery and equipment,0.004472007905379513,0.009304875516137366
PKDMainClassName_Rental and leasing of office machinery and equipment,0.0033369575657285527,0.0
PKDMainClassName_Rental and leasing of other machinery,-0.0009615569236679462,0.002299560057727093
PKDMainClassName_Rental and leasing of other motor vehicle,0.0024162962540448594,0.0006113595066465197
PKDMainClassName_Rental and leasing of other personal and household goods,-0.0013117613338837126,0.0007707353913375803
PKDMainClassName_Rental and leasing of recreational and sports goods,-0.002908610352532634,0.0002728597816510809
PKDMainClassName_Rental and leasing of water transport equipment,0.0006227069595224411,0.0
PKDMainClassName_Rental and operating of own or leased real estate,0.0255627089496134,0.0022304084857621065
PKDMainClassName_Rental of video tapes and  CDs,-0.006035659021798917,0.00320336788205481
PKDMainClassName_Repair and maintenance of ,0.0017129403429361077,0.0
PKDMainClassName_Repair and maintenance of aircraft and spacecraft,0.00742390743495621,0.0
PKDMainClassName_Repair and maintenance of computers and peripheral equipment,0.00489410738247373,0.005176305758769021
PKDMainClassName_Repair and maintenance of consumer electronics,0.0018076946551640622,0.0
PKDMainClassName_Repair and maintenance of electrical equipment,0.013934589521062732,0.001261687617459029
PKDMainClassName_Repair and maintenance of electronic and optical equipment,0.005115736207273451,0.0006694855678518279
PKDMainClassName_Repair and maintenance of fabricated metal products,0.005432188047381082,2.5641716044410835e-05
PKDMainClassName_Repair and maintenance of furniture and home furnishings,-0.0019239116979460364,2.1991794436303654e-05
PKDMainClassName_Repair and maintenance of household appliances and home and garden equipment,0.005554351210018541,0.0006441112995414869
PKDMainClassName_Repair and maintenance of machinery,0.014772559849326215,0.003930392386145755
PKDMainClassName_Repair and maintenance of other equipment,0.0012750639625726254,0.00024443595712200387
PKDMainClassName_Repair and maintenance of other transport equipment,-1.6884764782872617e-05,0.0
PKDMainClassName_Repair and maintenance of ships and boats,-0.006712937130580814,0.0044126268703419845
PKDMainClassName_Repair of footwear and leather goods,-0.005016426971586774,0.004340257581322293
PKDMainClassName_Repair of other personal and household goods,-0.007384021565671227,0.0025633868575409536
PKDMainClassName_Repair of watches,0.0018667741303005233,0.0
PKDMainClassName_Reproduction of recorded media,5.340779226472362e-06,0.0
PKDMainClassName_Research and experimental development on biotechnology,-0.0006109316806550113,0.0
PKDMainClassName_Research and experimental development on social sciences and humanities,0.0016411807938346455,0.0
PKDMainClassName_Retail sale in non-specialised stores with food,-0.01844203702965168,0.04115231112952831
PKDMainClassName_Retail sale of alcoholic and non-alcoholic beverages in specialised stores,-0.011363924317783011,0.014435057848316262
PKDMainClassName_Retail sale of audio and video equipment in specialised stores,0.0008746818124542501,9.025324258656905e-06
PKDMainClassName_Retail sale of books in specialised stores,0.0001010670007094583,0.0028161995838574317
PKDMainClassName_Retail sale of bread,-0.01027099127215682,0.006747895008041655
PKDMainClassName_Retail sale of carpets,0.0028860288210361116,0.00026138164529482873
PKDMainClassName_Retail sale of clothing in specialised stores,-0.06369469410778622,0.05693948373313033
PKDMainClassName_Retail sale of computers,0.002845745265140774,0.011990919038803796
PKDMainClassName_Retail sale of cosmetic and toilet articles in specialised stores,-0.01210566317579568,0.005199574874537312
PKDMainClassName_Retail sale of electrical household appliances in specialised stores,-0.0014742722185257027,0.0007601874110507031
PKDMainClassName_Retail sale of fish,-0.007977140032520726,0.0001684720215538331
PKDMainClassName_Retail sale of flowers,-0.01599873695195893,0.0018706266703939713
PKDMainClassName_Retail sale of footwear and leather goods in specialised stores,-0.016268071609631573,0.0045185013863790575
PKDMainClassName_Retail sale of fruit and vegetables in specialised stores,-0.02407464289546231,0.006363582831411311
PKDMainClassName_Retail sale of fuel for motor vehicles in fuel stations,0.007382563835140583,2.4122016593396108e-05
PKDMainClassName_Retail sale of furniture,-0.004958148586247677,0.003920630556800489
PKDMainClassName_Retail sale of games and toys in specialised stores,-0.012761506024170421,0.014516432472229173
PKDMainClassName_Retail sale of hardware,0.009668322543118604,0.002868012755861274
PKDMainClassName_Retail sale of meat and meat products in specialised stores,-0.00747957112090097,0.0005306310478323819
PKDMainClassName_Retail sale of medical and orthopaedic goods in specialised stores,0.009928990863317529,0.005163772009734507
PKDMainClassName_Retail sale of music and video recordings in specialised stores,-0.0027065108579165846,0.0
PKDMainClassName_Retail sale of newspapers and stationery in specialised stores,-0.012024477096898183,0.011318845290512735
PKDMainClassName_Retail sale of second-hand goods in specialised stores,-0.07346336260359924,0.01949491401509655
PKDMainClassName_Retail sale of sporting equipment in specialised stores,0.0017255515400096987,0.03321331294631958
PKDMainClassName_Retail sale of telecommunications equipment in specialised stores,-0.0006567379004339365,0.008044555601405488
PKDMainClassName_Retail sale of textiles in specialised stores,-0.012571173541964485,0.0
PKDMainClassName_Retail sale of tobacco products in specialised stores,-0.001832154678337306,4.907407612564192e-05
PKDMainClassName_Retail sale of watches,-0.0015708798884869354,0.0007691816975657586
PKDMainClassName_Retail sale via mail order houses or via Internet,-0.03313933167988383,0.011739443344043594
PKDMainClassName_Retail sale via stalls and markets of food,-0.030167634567476485,0.005179642931533532
PKDMainClassName_Retail sale via stalls and markets of other goods,-0.03416300997373566,0.01072989933619363
PKDMainClassName_Retail sale via stalls and markets of textiles,-0.054888690719666754,0.008414121544373333
PKDMainClassName_Retail trade of motor vehicle parts and accessories,0.018055795891197744,0.01806838952598361
PKDMainClassName_Risk and damage evaluation,-0.0007556133980585003,0.0031275147736972444
PKDMainClassName_Roofing activities,-0.008533051456192691,0.0044405452438834245
PKDMainClassName_Sale,0.0014469980938547563,0.0018841954057047896
PKDMainClassName_Sale of cars and light motor vehicles,0.011598483046962713,0.014073910756688367
PKDMainClassName_Sale of other motor vehicles,0.009301793381976696,0.004835756912236165
PKDMainClassName_Sawmilling and planing of wood,0.0010013871563441371,0.005327491750741456
PKDMainClassName_Security and commodity contracts brokerage,0.004038634306228728,0.00016608916411826752
PKDMainClassName_Service activities incidental to air transportation,0.006215067810417384,0.0
PKDMainClassName_Service activities incidental to land transportation,-0.0026356880929003395,0.0016862935719503226
PKDMainClassName_Service activities incidental to water transportation,-0.00038543381083861475,0.0024273288705471
PKDMainClassName_Shaping and processing of flat glass,0.004714517781421092,0.0
PKDMainClassName_Site preparation,0.0052278798631249235,0.004403246756913902
PKDMainClassName_Social work activities without accommodation for the elderly and disabled,-0.031171273356319244,0.0077147364272867796
PKDMainClassName_Sound recording and music publishing activities,-0.0034829694259410644,0.0
PKDMainClassName_Space transport,-4.305968873169372e-05,0.0
PKDMainClassName_Specialised building and industrial cleaning activities,0.001829108584740612,0.00668837825563606
PKDMainClassName_Specialist medical practice activities,0.08634617420168905,4.675384347957494
PKDMainClassName_Sports and recreation education,0.011297520976139917,0.0044358563361770326
PKDMainClassName_Striking of coins,-0.0011377166263910258,0.0
PKDMainClassName_Tanning and dressing of leather,0.0018688065442339058,0.0
PKDMainClassName_Taxi operation,0.037608028815606,0.024689874970948173
PKDMainClassName_Technical and vocational secondary education ,-0.0011898431472319492,0.0
PKDMainClassName_Tertiary education,0.0020420011449051273,0.0
PKDMainClassName_Test drilling and boring,0.0035960329258067935,0.0018174093458123766
PKDMainClassName_Tour operator activities,0.008196807107686215,0.013670300962746225
PKDMainClassName_Transport via pipeline of othercommodities,-0.0009292105430273441,0.0
PKDMainClassName_Travel agency activities,0.0024693170073498095,0.004216170448117093
PKDMainClassName_Treatment and coating of metals,0.0028063971205872823,0.0035130105932491915
PKDMainClassName_Treatment and disposal of non-hazardous waste,-0.0019162364227547635,0.007084040026832903
PKDMainClassName_Urban and suburban passenger land transport,0.00168799008471956,0.007754338202733992
PKDMainClassName_Warehousing and storage of other goods,0.0018640848529686926,0.00329890011732747
PKDMainClassName_Web portals,-0.006438131230747027,0.011556656591152903
PKDMainClassName_Wholesale of agricultural machinery,0.015020941438456788,9.814732683022424e-08
PKDMainClassName_Wholesale of beverages,-0.004038629176761837,0.011259268728192478
PKDMainClassName_Wholesale of chemical products,0.00617588702586498,0.0018319094577795968
PKDMainClassName_Wholesale of china,-6.613578510263964e-05,0.000444382465641156
PKDMainClassName_Wholesale of clothing and footwear,-0.0070069460311929024,0.0013459984731385352
PKDMainClassName_Wholesale of coffee,-0.00016614285620285976,2.3794125828224972e-05
PKDMainClassName_Wholesale of computers,0.002065373615217578,0.003741426453587966
PKDMainClassName_Wholesale of dairy products,-0.000914307730585753,0.007774456809149865
PKDMainClassName_Wholesale of electrical household appliances,0.0018147412795844694,0.0009000777227116607
PKDMainClassName_Wholesale of electronic and telecommunications equipment and parts thereof,0.00381301611493834,0.0008496685755252071
PKDMainClassName_Wholesale of flowers and plants,-0.003677018762098264,0.006769845713061247
PKDMainClassName_Wholesale of fruit and vegetables,0.0048692955035704675,0.003006226009757277
PKDMainClassName_Wholesale of fuels and related products,0.002370975907422411,0.014187050525038306
PKDMainClassName_Wholesale of furniture,0.003028671028743475,4.2658432158426304e-05
PKDMainClassName_Wholesale of grain,0.008635186468704117,0.0003945877435632075
PKDMainClassName_Wholesale of hardware and plumbing and heating equipment and supplies,0.009989932236336301,0.0052079754282181945
PKDMainClassName_Wholesale of hides,0.004072917964035607,0.0
PKDMainClassName_Wholesale of live animals,0.005837943777048439,0.0053082860320031395
PKDMainClassName_Wholesale of machine tools,-0.0013622156525579883,0.0
PKDMainClassName_Wholesale of machinery for the textile industry and of sewing and knitting machines,0.00023501678947761954,0.0
PKDMainClassName_Wholesale of meat and meat products,0.00023495794552919232,0.0
PKDMainClassName_Wholesale of metals and metal ores,0.000363718261645862,0.009183193023242392
PKDMainClassName_Wholesale of mining,0.0033984174622400565,0.00037947577360454283
PKDMainClassName_Wholesale of office furniture,0.00539225726301303,0.007003866039898392
PKDMainClassName_Wholesale of other food,0.00042002155969126227,2.2015560280968878e-08
PKDMainClassName_Wholesale of other household goods,0.0023041952263308527,0.00013290228094461323
PKDMainClassName_Wholesale of other intermediate products,0.004495917002107689,0.0004993360199939667
PKDMainClassName_Wholesale of other machinery and equipment,0.012247123871075585,9.86161325056247e-05
PKDMainClassName_Wholesale of other office machinery and equipment,0.0011245788574700147,0.001597442180346522
PKDMainClassName_Wholesale of perfume and cosmetics,-0.0019278998328440364,0.0026659883449592146
PKDMainClassName_Wholesale of pharmaceutical goods,0.005534769806351262,0.0033297735496666185
PKDMainClassName_Wholesale of sugar and chocolate and sugar confectionery,-0.006499751975208188,0.0005086226997878939
PKDMainClassName_Wholesale of textiles,-0.00457642407913586,0.004723105091556211
PKDMainClassName_Wholesale of tobacco products,-0.0023907491958762373,0.0
PKDMainClassName_Wholesale of waste and scrap,0.0005733983543609043,0.05906140389349655
PKDMainClassName_Wholesale of watches,0.0007980404753673399,0.003609333187783039
PKDMainClassName_Wholesale of wood,0.016112410566284218,0.009262194325537588
PKDMainClassName_Wholesale trade of motor vehicle parts and accessories,0.007032387434932577,0.0027613450381356944
PKDMainClassName_Works related to construction of bridges and tunnels,-0.010794672504477321,0.004168973678053123
PKDMainClassName_Works related to construction of other civil engineering projects not elsewhere classified,-0.0017975213497341466,0.0010949984279840597
PKDMainClassName_Works related to construction of railways and underground railways,0.006281942391934502,4.410227859449503e-09
PKDMainClassName_Works related to construction of roads and motorways,-0.006638641348959131,0.00040269393786290407
PKDMainClassName_Works related to construction of telecommunications and electricity lines,0.010392654231417602,0.00032711976604871454
PKDMainClassName_Works related to construction of water projects,0.005595428282111909,0.0010776811929244321
PKDMainClassName_Works related to construction oftransmission pipelines and distribution networks,0.0013695670651902828,0.002987941103651951
PKDMainClassName_empty,0.04949021573617806,3.260840410054116
